transactionId,fileHeaderDate,accountNumber,transactionCode,batchLocation,batchNumber,updateDate,relatedFile,actionNarration,relatedFile2,doNotReport,explanation,minorAsset,owningPort,posterInitials,transactionAmount,cashEffect,cashPaid,brokerNumber,oldBalance,newBalance
TXN000295,20250922,ACC427245,49,PUN,459404,20250923,45599621.67,POST,Y,N,AUTO-GEN,68,55603,RM,-4791.42,18125.7,0,45660,2068418.9799999995,2063627.5599999996
TXN000296,20251224,ACC182438,78,MUM,453309,20251228,45308304.75,POST,N,N,AUTO-GEN,54,55132,RS,-4496.22,3318.0,0,45342,2063627.5599999996,2059131.3399999996
TXN000297,20250719,ACC349298,78,HYD,454393,20250720,40099877.59,POST,N,N,AUTO-GEN,48,55684,RM,4052.49,25355.0,0,45436,2059131.3399999996,2063183.8299999996
TXN000298,20251218,ACC130437,78,MUM,453865,20251219,40127367.38,POST,Y,Y,AUTO-GEN,31,55481,RS,2795.27,3763.9,0,45037,2063183.8299999996,2065979.0999999996
TXN000299,20250927,ACC183191,20,PUN,454759,20251001,47792876.58,ADJ,N,N,AUTO-GEN,49,55733,RM,-4662.96,15450.9,0,45108,2065979.0999999996,2061316.1399999997
TXN000300,20250630,ACC340665,10,DEL,457674,20250702,43306743.03,ADJ,Y,N,AUTO-GEN,59,55769,RS,-1170.53,3742.2,0,45348,2061316.1399999997,2060145.6099999996
TXN000301,20260202,ACC184769,19,MUM,451824,20260206,46384063.95,POST,Y,Y,AUTO-GEN,73,55411,RM,824.6,5961.0,0,45547,2060145.6099999996,2060970.2099999997
TXN000302,20251015,ACC649994,20,DEL,455291,20251020,40286036.11,POST,N,Y,AUTO-GEN,22,55319,RM,-1822.04,35000.0,0,45252,2060970.2099999997,2059148.1699999997
TXN000303,20251128,ACC239625,19,DEL,456777,20251130,49773687.9,POST,N,Y,AUTO-GEN,49,55297,RM,575.14,29927.4,0,45301,2059148.1699999997,2059723.3099999996
TXN000304,20251012,ACC496326,19,PUN,455823,20251014,44386376.71,ADJ,N,N,AUTO-GEN,81,55273,RS,56.13,19487.6,0,45847,2059723.3099999996,2059779.4399999995
TXN000305,20260325,ACC654782,10,PUN,454611,20260330,45923862.83,ADJ,Y,N,AUTO-GEN,29,55511,RM,-198.48,38143.3,0,45276,2059779.4399999995,2059580.9599999995
TXN000306,20250826,ACC670183,49,HYD,459021,20250829,48636690.24,ADJ,Y,Y,AUTO-GEN,81,55058,RS,-1636.0,33294.5,0,45541,2059580.9599999995,2057944.9599999995
TXN000307,20250727,ACC434452,20,DEL,450560,20250729,44749153.34,POST,Y,Y,AUTO-GEN,41,55740,RS,-4773.13,15074.5,0,45285,2057944.9599999995,2053171.8299999996
TXN000308,20250620,ACC747297,13,CHE,456292,20250624,45926164.67,POST,N,N,AUTO-GEN,99,55076,RS,-1965.71,12523.0,1,45582,2053171.8299999996,2051206.1199999996
TXN000309,20251106,ACC116834,13,MUM,452909,20251108,41841678.51,POST,Y,N,AUTO-GEN,88,55980,RS,-4819.69,30631.8,0,45121,2051206.1199999996,2046386.4299999997
TXN000310,20260311,ACC191530,78,PUN,457552,20260311,44846073.43,ADJ,N,Y,AUTO-GEN,37,55089,RM,4352.23,19116.4,0,45837,2046386.4299999997,2050738.6599999997
TXN000311,20251024,ACC555569,13,HYD,456754,20251029,44203814.69,POST,Y,Y,AUTO-GEN,81,55247,RM,-4057.93,10255.4,0,45471,2050738.6599999997,2046680.7299999997
TXN000312,20260320,ACC314482,10,CHE,456176,20260324,42787300.81,ADJ,Y,N,AUTO-GEN,30,55478,RS,2192.32,33800.6,1,45918,2046680.7299999997,2048873.0499999998
TXN000313,20250705,ACC383474,49,HYD,453732,20250707,43647872.52,POST,N,Y,AUTO-GEN,54,55459,RS,-320.26,9575.3,0,45735,2048873.0499999998,2048552.7899999998
TXN000314,20250615,ACC555761,10,MUM,459917,20250616,43218833.05,POST,Y,Y,AUTO-GEN,43,55038,RS,-4403.52,9778.7,1,45559,2048552.7899999998,2044149.2699999998
TXN000315,20260130,ACC353853,19,HYD,456087,20260204,45419381.03,POST,Y,N,AUTO-GEN,10,55367,RM,2738.56,15844.8,0,45941,2044149.2699999998,2046887.8299999998
TXN000316,20260218,ACC779643,10,PUN,451565,20260219,48955394.06,POST,Y,N,AUTO-GEN,78,55734,RM,4013.32,31854.0,0,45782,2046887.8299999998,2050901.15
TXN000317,20260317,ACC902989,19,CHE,453058,20260321,48020893.42,ADJ,Y,Y,AUTO-GEN,72,55774,RM,171.67,37841.2,0,45567,2050901.15,2051072.8199999998
TXN000318,20251107,ACC786274,13,DEL,450042,20251112,40604382.72,POST,Y,N,AUTO-GEN,86,55983,RM,-150.58,3092.1,0,45490,2051072.8199999998,2050922.2399999998
TXN000319,20260323,ACC780160,78,PUN,454425,20260324,47658130.44,ADJ,N,Y,AUTO-GEN,48,55869,RS,574.89,21405.5,1,45432,2050922.2399999998,2051497.1299999997
TXN000320,20250423,ACC343544,10,MUM,451898,20250428,45980322.31,ADJ,N,Y,AUTO-GEN,10,55103,RS,-4858.56,8479.9,1,45806,2051497.1299999997,2046638.5699999996
TXN000321,20250512,ACC386621,13,PUN,452820,20250517,45678920.11,ADJ,N,N,AUTO-GEN,44,55572,RM,-333.26,12007.3,0,45208,2046638.5699999996,2046305.3099999996
TXN000322,20260220,ACC635899,20,CHE,457304,20260223,47920691.62,POST,Y,Y,AUTO-GEN,26,55856,RS,-1405.32,22909.9,0,45747,2046305.3099999996,2044899.9899999995
TXN000323,20250813,ACC639390,19,CHE,458289,20250816,46960627.28,ADJ,N,Y,AUTO-GEN,21,55288,RM,-818.75,13360.2,0,45940,2044899.9899999995,2044081.2399999995
TXN000324,20250705,ACC941068,19,MUM,451385,20250709,44948106.78,ADJ,N,Y,AUTO-GEN,87,55164,RM,1863.64,37047.3,0,45695,2044081.2399999995,2045944.8799999994
TXN000325,20250421,ACC378249,20,CHE,457864,20250426,49426295.5,POST,Y,Y,AUTO-GEN,89,55869,RM,-1190.23,10188.9,0,45247,2045944.8799999994,2044754.6499999994
TXN000326,20250720,ACC278294,78,HYD,459139,20250722,44382503.63,ADJ,N,Y,AUTO-GEN,10,55324,RM,-2831.13,32170.0,1,45208,2044754.6499999994,2041923.5199999996
TXN000327,20250820,ACC819869,20,MUM,458625,20250820,40724883.36,ADJ,Y,N,AUTO-GEN,100,55294,RS,-1590.68,32724.1,0,45739,2041923.5199999996,2040332.8399999996
TXN000328,20260117,ACC230529,13,DEL,455759,20260118,47181607.94,ADJ,Y,Y,AUTO-GEN,22,55444,RM,521.55,11076.5,0,45963,2040332.8399999996,2040854.3899999997
TXN000329,20260123,ACC146167,10,PUN,453147,20260126,47682309.15,ADJ,Y,N,AUTO-GEN,86,55297,RM,2056.4,33858.6,0,45036,2040854.3899999997,2042910.7899999996
TXN000330,20251015,ACC857274,78,PUN,459966,20251017,42686287.01,POST,Y,N,AUTO-GEN,92,55093,RM,2656.75,32866.4,0,45859,2042910.7899999996,2045567.5399999996
TXN000331,20260326,ACC782792,10,MUM,454250,20260329,43559557.44,ADJ,Y,Y,AUTO-GEN,27,55128,RS,-2824.56,33153.7,0,45018,2045567.5399999996,2042742.9799999995
TXN000332,20251227,ACC189137,13,HYD,457643,20251227,46253835.74,POST,N,N,AUTO-GEN,80,55942,RS,-1487.76,12510.5,0,45824,2042742.9799999995,2041255.2199999995
TXN000333,20250511,ACC309403,13,HYD,457627,20250512,45395927.74,ADJ,N,Y,AUTO-GEN,50,55123,RM,-2908.07,1078.2,0,45332,2041255.2199999995,2038347.1499999994
TXN000334,20250810,ACC459889,78,DEL,450483,20250815,41622532.56,ADJ,N,N,AUTO-GEN,90,55172,RM,2495.55,20859.7,1,45010,2038347.1499999994,2040842.6999999995
TXN000335,20260104,ACC409669,78,DEL,454775,20260109,49320559.33,ADJ,Y,N,AUTO-GEN,73,55740,RS,1851.87,11129.4,0,45083,2040842.6999999995,2042694.5699999996
TXN000336,20250719,ACC847319,10,HYD,455906,20250723,41382285.67,POST,N,Y,AUTO-GEN,77,55422,RS,-241.66,1364.1,0,45420,2042694.5699999996,2042452.9099999997
TXN000337,20260110,ACC112779,78,DEL,451589,20260110,47831197.69,POST,N,Y,AUTO-GEN,37,55071,RM,3778.17,28296.8,1,45985,2042452.9099999997,2046231.0799999996
TXN000338,20260325,ACC849493,78,DEL,456132,20260328,45369921.21,POST,Y,N,AUTO-GEN,58,55674,RM,-1353.89,39984.2,1,45808,2046231.0799999996,2044877.1899999997
TXN000339,20250503,ACC451915,10,HYD,459458,20250503,43855058.75,POST,Y,N,AUTO-GEN,88,55607,RS,-3316.31,2492.0,0,45202,2044877.1899999997,2041560.8799999997
TXN000340,20250809,ACC531961,78,MUM,457693,20250812,47791356.85,ADJ,N,Y,AUTO-GEN,76,55652,RS,3165.03,21275.1,0,45053,2041560.8799999997,2044725.9099999997
TXN000341,20260102,ACC529308,49,PUN,453617,20260107,47742403.73,ADJ,N,N,AUTO-GEN,94,55266,RS,-1890.88,17270.6,0,45703,2044725.9099999997,2042835.0299999998
TXN000342,20251109,ACC674340,10,HYD,458502,20251110,46126046.81,POST,Y,Y,AUTO-GEN,53,55256,RS,7.51,6423.8,0,45235,2042835.0299999998,2042842.5399999998
TXN000343,20260224,ACC715515,19,CHE,457508,20260224,43231941.16,ADJ,N,Y,AUTO-GEN,47,55654,RS,-342.29,17717.2,1,45012,2042842.5399999998,2042500.2499999998
TXN000344,20260121,ACC725350,78,HYD,452971,20260122,40453143.34,POST,Y,Y,AUTO-GEN,38,55061,RM,4834.72,36629.4,0,45109,2042500.2499999998,2047334.9699999997
TXN000345,20250709,ACC945522,49,DEL,453992,20250714,48532578.12,ADJ,N,N,AUTO-GEN,18,55010,RM,4344.78,28345.3,0,45238,2047334.9699999997,2051679.7499999998
TXN000346,20250713,ACC143282,78,MUM,458726,20250715,42085649.27,POST,N,Y,AUTO-GEN,63,55481,RM,-4927.74,4921.3,0,45129,2051679.7499999998,2046752.0099999998
TXN000347,20260301,ACC384455,20,CHE,453973,20260301,45994268.22,ADJ,Y,Y,AUTO-GEN,22,55211,RM,4763.65,26827.3,0,45171,2046752.0099999998,2051515.6599999997
TXN000348,20250326,ACC545708,13,CHE,450804,20250326,43339677.58,POST,N,Y,AUTO-GEN,54,55739,RM,-4482.31,8149.7,0,45303,2051515.6599999997,2047033.3499999996
TXN000349,20251124,ACC884044,10,CHE,454749,20251128,40202605.19,POST,Y,Y,AUTO-GEN,61,55088,RM,-1272.45,37189.0,0,45672,2047033.3499999996,2045760.8999999997
TXN000350,20251006,ACC413314,13,CHE,454778,20251009,40072422.83,ADJ,Y,N,AUTO-GEN,34,55654,RS,1725.77,32824.2,0,45496,2045760.8999999997,2047486.6699999997
TXN000351,20260201,ACC472940,10,HYD,455048,20260203,49937639.77,POST,Y,Y,AUTO-GEN,23,55996,RM,1782.56,1659.0,1,45552,2047486.6699999997,2049269.2299999997
TXN000352,20251129,ACC207488,49,CHE,451816,20251203,45863280.07,POST,N,N,AUTO-GEN,75,55990,RS,-3027.07,24813.3,0,45307,2049269.2299999997,2046242.1599999997
TXN000353,20260325,ACC908934,78,HYD,452557,20260329,43475550.82,ADJ,N,Y,AUTO-GEN,90,55227,RM,-641.09,14856.9,0,45408,2046242.1599999997,2045601.0699999996
TXN000354,20251105,ACC595962,49,PUN,453486,20251107,41795182.94,ADJ,Y,Y,AUTO-GEN,39,55652,RM,2642.23,6994.3,0,45476,2045601.0699999996,2048243.2999999996
TXN000355,20250517,ACC404326,78,HYD,450335,20250518,43394170.41,POST,Y,Y,AUTO-GEN,80,55095,RS,1429.41,10112.2,0,45797,2048243.2999999996,2049672.7099999995
TXN000356,20251217,ACC318082,13,HYD,452404,20251219,40167051.06,ADJ,N,N,AUTO-GEN,56,55748,RS,-4672.03,35450.7,0,45920,2049672.7099999995,2045000.6799999995
TXN000357,20250512,ACC934154,78,PUN,458072,20250512,41135928.04,POST,Y,N,AUTO-GEN,18,55318,RM,3486.06,8481.4,0,45175,2045000.6799999995,2048486.7399999995
TXN000358,20260216,ACC190132,10,PUN,455851,20260220,41182043.76,ADJ,Y,N,AUTO-GEN,40,55091,RM,-214.01,22703.6,0,45157,2048486.7399999995,2048272.7299999995
TXN000359,20251106,ACC659371,19,DEL,454237,20251111,43181963.82,POST,N,N,AUTO-GEN,53,55914,RM,4820.87,29896.2,0,45708,2048272.7299999995,2053093.5999999996
TXN000360,20251225,ACC302020,19,HYD,453473,20251229,42218204.31,ADJ,Y,Y,AUTO-GEN,83,55859,RS,-1596.33,30543.5,0,45060,2053093.5999999996,2051497.2699999996
TXN000361,20250925,ACC457050,19,PUN,459681,20250929,43484850.43,POST,Y,N,AUTO-GEN,29,55882,RS,2869.96,6676.4,0,45910,2051497.2699999996,2054367.2299999995
TXN000362,20250820,ACC699324,19,CHE,458424,20250825,42696943.12,POST,N,N,AUTO-GEN,93,55395,RS,2574.12,34639.2,0,45983,2054367.2299999995,2056941.3499999996
TXN000363,20250330,ACC182797,20,MUM,457806,20250404,41570067.96,ADJ,N,N,AUTO-GEN,73,55919,RM,-1230.6,2749.9,1,45564,2056941.3499999996,2055710.7499999995
TXN000364,20250507,ACC947433,19,HYD,457046,20250511,48474397.36,POST,Y,Y,AUTO-GEN,25,55620,RM,-3194.6,29823.2,0,45210,2055710.7499999995,2052516.1499999994
TXN000365,20250626,ACC687765,19,DEL,451170,20250629,48377291.61,ADJ,N,Y,AUTO-GEN,29,55955,RS,2342.94,2769.6,0,45480,2052516.1499999994,2054859.0899999994
TXN000366,20250512,ACC418767,10,CHE,454460,20250514,49497478.5,POST,Y,Y,AUTO-GEN,39,55934,RM,2740.58,11739.4,1,45917,2054859.0899999994,2057599.6699999995
TXN000367,20251111,ACC885332,13,MUM,455223,20251116,40602340.69,POST,N,Y,AUTO-GEN,45,55773,RS,59.97,16890.8,1,45433,2057599.6699999995,2057659.6399999994
TXN000368,20250929,ACC963109,13,HYD,459671,20250929,46405082.62,ADJ,Y,Y,AUTO-GEN,41,55951,RS,-658.47,5685.8,0,45231,2057659.6399999994,2057001.1699999995
TXN000369,20250523,ACC193593,10,HYD,455345,20250526,43880235.96,ADJ,Y,Y,AUTO-GEN,72,55179,RM,4363.51,4630.7,1,45596,2057001.1699999995,2061364.6799999995
TXN000370,20250429,ACC390610,19,PUN,457030,20250429,42138973.15,ADJ,N,Y,AUTO-GEN,76,55154,RM,4851.54,16594.6,0,45268,2061364.6799999995,2066216.2199999995
TXN000371,20260102,ACC638260,78,MUM,458597,20260102,46285203.73,ADJ,Y,Y,AUTO-GEN,26,55009,RS,-3802.61,10486.8,0,45249,2066216.2199999995,2062413.6099999994
TXN000372,20250517,ACC590884,19,HYD,459915,20250520,43361301.44,ADJ,N,N,AUTO-GEN,91,55085,RS,-4948.03,18955.8,0,45081,2062413.6099999994,2057465.5799999994
TXN000373,20260114,ACC625099,10,HYD,450710,20260117,45010917.5,ADJ,Y,N,AUTO-GEN,47,55680,RM,-2922.89,3883.7,1,45890,2057465.5799999994,2054542.6899999995
TXN000374,20251210,ACC968933,78,PUN,458395,20251211,46028056.16,POST,Y,N,AUTO-GEN,36,55612,RM,-4456.07,6428.5,0,45529,2054542.6899999995,2050086.6199999994
TXN000375,20250415,ACC964329,78,DEL,450869,20250420,48725331.09,POST,Y,N,AUTO-GEN,45,55222,RS,1054.68,24324.5,0,45477,2050086.6199999994,2051141.2999999993
TXN000376,20250405,ACC460126,19,CHE,457466,20250406,48586668.0,POST,Y,Y,AUTO-GEN,70,55850,RS,-402.89,27590.2,1,45042,2051141.2999999993,2050738.4099999995
TXN000377,20260210,ACC153223,78,HYD,457321,20260215,43204466.95,POST,Y,Y,AUTO-GEN,77,55400,RS,1681.08,25331.1,0,45264,2050738.4099999995,2052419.4899999995
TXN000378,20251129,ACC127290,20,DEL,459465,20251202,49502045.11,ADJ,N,Y,AUTO-GEN,29,55962,RS,-2298.69,25408.5,0,45936,2052419.4899999995,2050120.7999999996
TXN000379,20251030,ACC460115,49,DEL,451681,20251103,48353622.19,ADJ,N,Y,AUTO-GEN,88,55047,RM,-2951.49,8504.3,1,45335,2050120.7999999996,2047169.3099999996
TXN000380,20260318,ACC382344,19,PUN,454597,20260323,43531511.76,POST,Y,N,AUTO-GEN,99,55232,RS,2484.55,18023.5,1,45593,2047169.3099999996,2049653.8599999996
TXN000381,20250623,ACC250348,78,PUN,450166,20250624,42675466.45,POST,Y,N,AUTO-GEN,12,55546,RS,2981.56,12733.6,1,45140,2049653.8599999996,2052635.4199999997
TXN000382,20250413,ACC844528,10,PUN,454645,20250417,47336687.31,POST,N,Y,AUTO-GEN,96,55079,RM,-3947.59,26952.8,1,45918,2052635.4199999997,2048687.8299999996
TXN000383,20250408,ACC455238,10,MUM,450605,20250412,44380125.04,ADJ,Y,N,AUTO-GEN,34,55629,RS,274.47,8152.6,0,45050,2048687.8299999996,2048962.2999999996
TXN000384,20251021,ACC697110,49,CHE,453223,20251024,47965919.33,ADJ,Y,N,AUTO-GEN,99,55043,RS,3585.73,19490.7,0,45200,2048962.2999999996,2052548.0299999996
TXN000385,20251026,ACC292843,13,PUN,459895,20251030,41849344.7,POST,Y,Y,AUTO-GEN,74,55209,RS,3025.84,9501.6,0,45298,2052548.0299999996,2055573.8699999996
TXN000386,20251212,ACC104605,78,CHE,452756,20251214,42249653.0,POST,N,Y,AUTO-GEN,54,55273,RS,-3582.21,39076.1,0,45402,2055573.8699999996,2051991.6599999997
TXN000387,20251027,ACC632966,49,HYD,457525,20251030,47918005.6,POST,Y,Y,AUTO-GEN,87,55688,RS,4048.91,25450.0,1,45611,2051991.6599999997,2056040.5699999996
TXN000388,20251125,ACC491679,20,PUN,451864,20251129,48105712.37,ADJ,Y,N,AUTO-GEN,78,55699,RM,561.46,6272.9,0,45467,2056040.5699999996,2056602.0299999996
TXN000389,20251031,ACC723552,78,HYD,453118,20251103,40625980.26,POST,N,N,AUTO-GEN,51,55530,RM,3708.41,23714.0,1,45146,2056602.0299999996,2060310.4399999995
TXN000390,20251127,ACC150120,13,MUM,450287,20251202,45105402.32,POST,Y,Y,AUTO-GEN,28,55795,RM,-785.74,34176.9,1,45231,2060310.4399999995,2059524.6999999995
TXN000391,20250808,ACC360907,19,PUN,453531,20250813,40099803.23,ADJ,Y,N,AUTO-GEN,84,55363,RS,4751.13,22588.4,1,45516,2059524.6999999995,2064275.8299999994
TXN000392,20260126,ACC516337,19,CHE,457695,20260128,47011902.52,POST,Y,Y,AUTO-GEN,97,55754,RS,4948.42,10752.0,0,45931,2064275.8299999994,2069224.2499999993
TXN000393,20260128,ACC816619,20,PUN,454051,20260201,47053946.47,ADJ,N,N,AUTO-GEN,77,55120,RM,3091.44,9375.1,0,45424,2069224.2499999993,2072315.6899999992
TXN000394,20260205,ACC528885,19,MUM,453867,20260208,48741137.77,POST,Y,Y,AUTO-GEN,20,55419,RS,-3542.18,12458.7,0,45221,2072315.6899999992,2068773.5099999993
TXN000395,20250519,ACC683907,10,DEL,455830,20250520,43607830.57,POST,Y,Y,AUTO-GEN,37,55151,RM,-1050.82,8227.8,0,45586,2068773.5099999993,2067722.6899999992
TXN000396,20251113,ACC589663,19,CHE,451291,20251118,48322893.24,POST,Y,Y,AUTO-GEN,27,55194,RS,3937.49,30196.7,0,45819,2067722.6899999992,2071660.1799999992
TXN000397,20251122,ACC955000,49,MUM,452147,20251124,44332747.92,POST,Y,N,AUTO-GEN,94,55049,RS,3481.26,17137.5,0,45826,2071660.1799999992,2075141.4399999992
TXN000398,20250903,ACC278729,10,DEL,458323,20250905,40765640.52,ADJ,N,N,AUTO-GEN,65,55197,RS,739.99,35489.1,1,45814,2075141.4399999992,2075881.4299999992
TXN000399,20251123,ACC136591,49,MUM,459238,20251124,43103771.58,POST,N,N,AUTO-GEN,93,55723,RM,-2873.94,28380.7,0,45580,2075881.4299999992,2073007.4899999993
TXN000400,20250512,ACC220768,20,HYD,453792,20250515,41684402.28,ADJ,N,N,AUTO-GEN,84,55697,RS,-4598.43,23124.6,0,45960,2073007.4899999993,2068409.0599999994
TXN000401,20250906,ACC512745,10,CHE,457604,20250911,43405580.56,ADJ,Y,Y,AUTO-GEN,92,55726,RS,1197.04,11248.5,1,45854,2068409.0599999994,2069606.0999999994
TXN000402,20251031,ACC748254,13,HYD,451091,20251104,42564996.69,ADJ,N,Y,AUTO-GEN,74,55302,RS,-4041.23,29997.0,0,45278,2069606.0999999994,2065564.8699999994
TXN000403,20250830,ACC872029,20,PUN,453760,20250831,41430139.61,POST,Y,Y,AUTO-GEN,11,55593,RS,-3066.95,23539.1,0,45819,2065564.8699999994,2062497.9199999995
TXN000404,20250527,ACC529747,20,MUM,457335,20250529,46987733.69,ADJ,Y,Y,AUTO-GEN,78,55897,RM,2708.35,23644.1,0,45941,2062497.9199999995,2065206.2699999996
TXN000405,20251113,ACC752559,10,CHE,459713,20251118,48784136.55,POST,N,Y,AUTO-GEN,77,55835,RS,2305.68,16286.8,0,45604,2065206.2699999996,2067511.9499999995
TXN000406,20250724,ACC175038,19,DEL,451052,20250728,40744325.63,ADJ,N,Y,AUTO-GEN,62,55497,RM,-1986.63,10384.9,0,45792,2067511.9499999995,2065525.3199999996
TXN000407,20251215,ACC100563,10,HYD,453898,20251217,40751486.01,POST,Y,N,AUTO-GEN,44,55535,RM,1551.71,25226.3,0,45910,2065525.3199999996,2067077.0299999996
TXN000408,20250509,ACC265585,49,MUM,456904,20250511,43508631.19,ADJ,N,N,AUTO-GEN,51,55697,RM,2102.18,16385.8,0,45675,2067077.0299999996,2069179.2099999995
TXN000409,20260201,ACC200257,20,HYD,452805,20260204,44702903.22,POST,Y,Y,AUTO-GEN,72,55711,RS,3751.88,39975.1,1,45955,2069179.2099999995,2072931.0899999994
TXN000410,20250619,ACC443106,78,CHE,458569,20250621,47918466.45,ADJ,N,N,AUTO-GEN,37,55777,RM,4417.08,15972.4,0,45689,2072931.0899999994,2077348.1699999995
TXN000411,20250412,ACC246390,78,CHE,459220,20250416,43355690.26,ADJ,Y,Y,AUTO-GEN,15,55580,RS,2396.27,37194.7,0,45455,2077348.1699999995,2079744.4399999995
TXN000412,20250702,ACC949124,20,DEL,458171,20250706,42201233.4,POST,Y,Y,AUTO-GEN,44,55389,RS,2677.74,7518.3,0,45658,2079744.4399999995,2082422.1799999995
TXN000413,20251214,ACC881569,13,DEL,454983,20251215,40751002.96,POST,Y,N,AUTO-GEN,52,55267,RM,-2883.03,28162.2,1,45835,2082422.1799999995,2079539.1499999994
TXN000414,20250331,ACC184438,19,HYD,451333,20250403,49631146.25,ADJ,Y,N,AUTO-GEN,32,55394,RS,4781.05,18153.6,0,45464,2079539.1499999994,2084320.1999999995
TXN000415,20260201,ACC196021,78,CHE,456679,20260201,46621763.05,POST,Y,N,AUTO-GEN,97,55366,RS,2392.13,16362.1,0,45472,2084320.1999999995,2086712.3299999994
TXN000416,20250820,ACC155111,10,HYD,450780,20250820,41535743.56,POST,N,N,AUTO-GEN,68,55340,RM,-3623.87,30366.7,0,45349,2086712.3299999994,2083088.4599999993
TXN000417,20250908,ACC857782,10,PUN,451804,20250911,42333886.47,POST,Y,Y,AUTO-GEN,23,55173,RM,3883.04,28989.1,0,45498,2083088.4599999993,2086971.4999999993
TXN000418,20260308,ACC927786,20,DEL,456299,20260310,40921506.16,ADJ,Y,N,AUTO-GEN,84,55606,RS,-2062.75,8700.7,0,45945,2086971.4999999993,2084908.7499999993
TXN000419,20250926,ACC836537,78,DEL,454346,20250928,47918738.49,ADJ,Y,Y,AUTO-GEN,17,55777,RS,6.97,3169.0,1,45876,2084908.7499999993,2084915.7199999993
TXN000420,20250410,ACC950791,10,CHE,450975,20250414,49736393.47,ADJ,Y,N,AUTO-GEN,44,55070,RS,1557.2,18260.7,0,45518,2084915.7199999993,2086472.9199999992
TXN000421,20251009,ACC548169,49,PUN,455634,20251011,42629890.68,POST,N,Y,AUTO-GEN,85,55695,RS,-3649.07,11652.9,0,45344,2086472.9199999992,2082823.8499999992
TXN000422,20250514,ACC634328,49,DEL,455534,20250519,47773944.03,ADJ,Y,Y,AUTO-GEN,58,55854,RM,407.42,2255.0,0,45841,2082823.8499999992,2083231.269999999
TXN000423,20250809,ACC237568,19,CHE,450650,20250810,46628601.41,ADJ,N,Y,AUTO-GEN,17,55730,RS,-2699.91,29938.6,0,45657,2083231.269999999,2080531.3599999992
TXN000424,20250810,ACC844881,49,HYD,451524,20250813,49814245.28,POST,Y,N,AUTO-GEN,87,55654,RS,4323.45,20976.7,0,45250,2080531.3599999992,2084854.8099999991
TXN000425,20250912,ACC199818,20,CHE,459864,20250914,48187421.36,POST,N,N,AUTO-GEN,78,55933,RS,-3544.77,9628.9,1,45448,2084854.8099999991,2081310.039999999
TXN000426,20251029,ACC258427,13,DEL,450148,20251031,40796413.52,ADJ,Y,Y,AUTO-GEN,78,55906,RS,1284.13,6073.4,0,45414,2081310.039999999,2082594.169999999
TXN000427,20260105,ACC661328,10,PUN,459837,20260105,40672173.77,POST,Y,Y,AUTO-GEN,99,55111,RM,-1768.92,15894.5,0,45693,2082594.169999999,2080825.249999999
TXN000428,20251111,ACC209351,49,PUN,458966,20251115,44982596.57,POST,Y,N,AUTO-GEN,88,55951,RM,4662.19,15331.3,0,45794,2080825.249999999,2085487.439999999
TXN000429,20250717,ACC808444,20,CHE,454098,20250718,42790927.69,POST,Y,Y,AUTO-GEN,22,55813,RM,-1580.98,3696.6,0,45782,2085487.439999999,2083906.459999999
TXN000430,20260123,ACC167725,10,HYD,453335,20260124,46461085.08,POST,Y,Y,AUTO-GEN,49,55078,RS,-3634.67,6538.5,0,45608,2083906.459999999,2080271.789999999
TXN000431,20260206,ACC869536,13,PUN,457265,20260207,47573199.92,ADJ,Y,Y,AUTO-GEN,75,55478,RM,575.69,30201.7,0,45304,2080271.789999999,2080847.479999999
TXN000432,20260221,ACC842200,10,HYD,455180,20260224,45753867.54,POST,N,Y,AUTO-GEN,39,55926,RM,4002.54,30977.6,1,45072,2080847.479999999,2084850.019999999
TXN000433,20260129,ACC484048,19,MUM,456638,20260202,42573889.98,ADJ,N,N,AUTO-GEN,70,55449,RM,-4782.55,32200.9,0,45974,2084850.019999999,2080067.469999999
TXN000434,20251031,ACC428083,13,CHE,456852,20251031,46173438.29,ADJ,Y,Y,AUTO-GEN,33,55649,RS,2568.87,14937.6,0,45850,2080067.469999999,2082636.3399999992
TXN000435,20250902,ACC791580,20,PUN,450205,20250907,49937880.85,POST,Y,Y,AUTO-GEN,33,55954,RM,-3206.38,3881.9,0,45010,2082636.3399999992,2079429.9599999993
TXN000436,20260215,ACC229210,10,PUN,458176,20260217,47613786.41,ADJ,Y,N,AUTO-GEN,96,55120,RS,1845.7,22035.5,1,45532,2079429.9599999993,2081275.6599999992
TXN000437,20250401,ACC237353,78,CHE,451362,20250405,44863314.56,POST,Y,Y,AUTO-GEN,90,55080,RM,696.45,12580.8,0,45664,2081275.6599999992,2081972.1099999992
TXN000438,20260123,ACC954286,78,HYD,454402,20260124,42899830.47,POST,N,Y,AUTO-GEN,89,55245,RM,-2264.4,18996.2,0,45361,2081972.1099999992,2079707.7099999993
TXN000439,20250418,ACC174723,19,HYD,458607,20250419,40816918.86,POST,Y,Y,AUTO-GEN,17,55855,RM,-43.56,38031.1,0,45409,2079707.7099999993,2079664.1499999992
TXN000440,20251202,ACC218752,20,DEL,458345,20251204,49605350.18,POST,N,Y,AUTO-GEN,74,55792,RM,-1948.15,16480.7,1,45081,2079664.1499999992,2077715.9999999993
TXN000441,20250528,ACC872608,78,MUM,452914,20250531,41678761.92,POST,Y,N,AUTO-GEN,89,55763,RS,-1742.84,8413.7,0,45529,2077715.9999999993,2075973.1599999992
