transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,oldBalance,newBalance
tx188267780290101842,20250630,1.53E+11,18,DXE,884825,20250403,543770,JXRW,65811296,N,AUTO-GEN-YL0CABUV,86,549268,FC,48,650593.71,-415966.82,4940849.1,4918980.28
tx068250741245165479,20251222,4.71E+11,51,OLB,523358,20250406,793380,CROS,78264874,N,AUTO-GEN-55HU6JWO,86,780600,BU,77,495456.44,399193.21,4345769.64,4339856.85
tx728626970163367104,20251204,7.37E+11,80,YNJ,792179,20251013,576516,MVTM,30272557,N,AUTO-GEN-G4ZMCKI5,25,938880,XJ,80,23626.83,732747.2,2495948.13,2467169.71
tx145580212314609693,20250920,6.40E+11,86,FXG,919149,20250830,304877,DGPL,18735901,Y,AUTO-GEN-IZ3B29BY,15,636744,AW,99,-637099.21,930828.04,3147874.33,3141846.04
tx909751368510325590,20251020,5.78E+11,10,BEV,198495,20250520,146454,FQTC,74127500,Y,AUTO-GEN-QHRUYLGX,87,231978,FG,99,275416.25,491816.17,4858618.01,4884293.59
tx092961495961228622,20250712,1.40E+11,30,DVQ,761111,20250621,756070,EBSP,56019577,Y,AUTO-GEN-M6X5T3VR,32,970416,BL,88,-176.1,-178750.1,2638027.98,2638935.23
tx713900677722412195,20250930,4.47E+11,33,MQC,126908,20251102,459315,DOTO,14471536,N,AUTO-GEN-B67MJLU5,98,522359,SN,45,332216.74,-106405.33,924544.13,952851.79
tx362340618870644702,20250719,5.06E+11,91,HAY,704598,20250511,770196,GSLZ,39279880,Y,AUTO-GEN-6NQ76AV5,33,278622,BO,85,-355448.8,-92236.68,3417998.2,3445456.4
tx595867160866292521,20251220,4.63E+11,36,QQD,981784,20250531,625509,ZHBT,33735009,N,AUTO-GEN-ZYM5GKLR,90,244752,RL,18,-734707.89,-380614.54,4287982.2,4240547.95
tx057608507698703928,20250723,4.59E+11,67,ZDV,325219,20260213,679825,DPDW,98770977,Y,AUTO-GEN-RY35AUNC,27,916571,JN,54,235504.06,-735770.26,4059875.97,4074471.89
tx642324493887401657,20250403,9.21E+11,46,MGP,593195,20250711,843205,PYAT,51617908,N,AUTO-GEN-ZMQN9C6R,39,888386,SN,18,-588166.21,-223186.61,2895266.85,2880846.51
tx634396951095507424,20250815,1.33E+11,50,BGA,235182,20251217,168575,WTEK,65618639,Y,AUTO-GEN-UXO4H3N3,98,607717,RT,57,-489828.04,-301898.99,3265019.19,3280374.83
tx038641730303590518,20250923,6.66E+11,84,NOM,643942,20250317,608503,ZWCD,85967880,Y,AUTO-GEN-BB02CBRO,36,236523,ZG,28,-867682.59,845054.48,259799.67,295515.5
tx805059396830381515,20250528,1.95E+11,71,XLE,142561,20251116,556114,PZVY,53965941,Y,AUTO-GEN-O1WJ757U,32,423236,SM,99,-907305.58,997044.72,86271.26,101046.79
tx157511386273732290,20250415,2.90E+11,88,GVD,688840,20250715,516846,CTGR,84925011,N,AUTO-GEN-83BVZXKZ,63,306636,LL,20,-773463.8,-67753.38,4528558.64,4555391.71
tx379204057750613445,20251109,8.60E+11,30,RFJ,811696,20251023,373598,QDGE,10959076,Y,AUTO-GEN-HSHTXEL9,53,319925,RD,51,817678.95,21368.12,2372263.38,2331125.71
tx761109536371551598,20251015,6.69E+11,20,HKD,204612,20260122,551996,RZKX,71309806,Y,AUTO-GEN-G17KASL7,91,768530,CD,68,-56551.46,414801.86,1740514.64,1734782.79
tx525694329083750731,20250810,6.29E+11,61,KFB,778786,20250604,967430,CFQU,19682390,N,AUTO-GEN-5VFDJ3WO,49,181257,LS,32,155397.2,-805878.69,2399868.03,2382061.84
tx898141768791098730,20250723,4.73E+11,72,DPQ,397766,20251007,338564,QXMC,24907934,Y,AUTO-GEN-B9KTK3T2,65,770668,NU,43,-485076.63,694484.14,95843.21,108406.04
tx467179867286676536,20260304,4.70E+11,23,UVO,183895,20260219,256136,UJJE,98435005,N,AUTO-GEN-1VS4Q6MO,56,420082,KQ,35,-952979.18,864864.67,3118429.78,3145054.34
tx433980332934076250,20260115,5.77E+11,86,RFT,887329,20250309,184055,IVQM,71505180,Y,AUTO-GEN-DX9OOS67,60,801299,DL,98,143776.78,-310562.29,774308.4,783251.31
tx139040948725583373,20251001,6.23E+11,15,KET,821881,20250311,824395,HPJX,39018462,N,AUTO-GEN-EP0FOCB8,28,356559,JV,42,-586293.62,234143.34,4285359.24,4332592.7
tx631853226199497944,20250515,1.70E+11,31,MKF,830885,20251221,493364,KVUD,19082465,Y,AUTO-GEN-UPF37HXM,30,120924,PA,24,599465,957301.58,3437203.47,3415307.31
tx969474040289204662,20251217,2.65E+11,89,HPO,296943,20250923,259678,GYPX,32091128,N,AUTO-GEN-TBM2C12I,76,736007,DG,61,122611.52,-647176.95,3347140.44,3333530.38
tx400975418678304455,20250610,5.86E+11,74,XNJ,787234,20250912,687201,LKIY,83747163,Y,AUTO-GEN-DP5O7KLE,88,555218,QG,90,518084.43,61844.39,1887550.09,1866768.27
tx149547170965645269,20250701,2.80E+11,77,SJZ,684020,20250909,412124,DBOC,83277020,Y,AUTO-GEN-2RJ4UKP9,38,647409,UW,55,617206.01,31635.13,4108685.07,4116854.21
tx869274328831216011,20250807,2.99E+11,34,YXN,959879,20251005,285920,KOZN,20228767,Y,AUTO-GEN-C7NFMTB1,64,400991,GG,81,-8635.41,-514659.41,2766760.56,2766126.07
tx251016418809740232,20250401,6.35E+11,19,MFK,299941,20250509,639732,GLID,58505222,Y,AUTO-GEN-VNFMRM86,15,620029,RP,93,734762.35,-194853.53,4551204.72,4549080.7
tx119148878490264675,20250531,1.81E+11,61,QMZ,553780,20250921,246709,EOQX,37591123,N,AUTO-GEN-2FNR7DTS,84,739771,JD,86,151295.46,-947504.7,2377054.88,2424225.74
tx307032356281927225,20250812,2.78E+11,95,WAX,215790,20250321,496723,VGWY,16068240,N,AUTO-GEN-9QS6XE34,39,878582,HS,27,773914.57,421414.34,3138164.42,3152522.27
tx086899331237187418,20251206,9.32E+11,98,VRO,147044,20250401,647658,ZPAO,14763405,N,AUTO-GEN-TP8KCEAC,12,425040,SW,74,-593452.28,-213825.3,1940673.35,1954569.41
tx445572734689246809,20260206,1.51E+11,29,LFV,496155,20251104,565215,RLWT,97047121,Y,AUTO-GEN-EEFBGD95,71,287777,FN,96,-653263.12,100463.06,630257.4,674374.26
tx293325075649521604,20260222,7.24E+11,42,FXN,718755,20251222,275763,IPRS,86737611,N,AUTO-GEN-SSPI40IB,61,924425,OF,32,682689.97,-42140.93,1304902.21,1348948.88
tx303315695528290407,20251213,1.80E+11,87,BXE,232068,20250501,534874,TFLZ,77845640,N,AUTO-GEN-Z8YDCOMS,26,817953,SH,20,-484176.74,225267.41,415038.41,392794.61
tx758073265683801198,20250711,5.99E+11,60,BST,652519,20250815,654858,FQNM,18035675,Y,AUTO-GEN-HFJJ2WPN,15,422124,ZF,87,380986.14,94081.52,3923732.93,3934089.68
tx693359765576872359,20250505,3.95E+11,13,RFR,569331,20260101,268106,UOKZ,86883587,N,AUTO-GEN-E7YCASYI,65,842395,XD,78,-482278.37,-869829.58,701923.37,692369.31
tx796776972282241449,20260216,9.53E+11,31,IXT,386818,20250423,166235,ONUO,88793807,N,AUTO-GEN-VWXVHRY1,36,538125,BR,67,-287237.95,382486.93,4257298.23,4290175.23
tx281828231048131830,20250702,3.76E+11,22,EWW,505938,20250527,409940,SANF,85527124,Y,AUTO-GEN-J5T6FCR7,15,455055,KO,12,567628.52,-252186.46,3556315.91,3595583.55
tx018272744998880027,20250812,4.75E+11,20,YVW,458480,20250620,871853,HNDO,70699249,Y,AUTO-GEN-UVE2O3IR,67,398646,UT,72,-614178.7,-592253.03,844673.73,869374.82
tx341614073796966886,20250816,3.95E+11,63,CJM,776181,20251205,910260,AADX,56482129,Y,AUTO-GEN-RD2OYMAL,60,621545,FP,67,-2113.53,658428.1,460968.32,464303.47
tx010453268448894778,20260302,4.67E+11,45,MVS,754684,20250807,664597,AGNH,44255529,N,AUTO-GEN-LUK2NA91,23,550110,QN,63,-686413.13,-692602.14,1536957.23,1493749.05
tx210940667306463307,20250810,9.84E+11,45,XLJ,569145,20250503,637413,IBUD,75562603,Y,AUTO-GEN-KQXIH3Q6,17,978228,EG,28,-277043.42,241997.05,3486149.7,3449761.02
tx400048945965246880,20250619,2.78E+11,32,EMW,470778,20250325,205137,XDTW,48248971,Y,AUTO-GEN-W6U5KHR6,12,272759,PM,75,-589863.5,-842131.09,1377540.21,1353658.4
tx434456011158235965,20250714,1.88E+11,19,TST,632343,20251102,736084,SUIO,11329932,N,AUTO-GEN-PPR0FI1F,66,746877,UZ,97,-478533.18,312015.58,586406.85,613616.02
tx346404318917937867,20250831,2.63E+11,16,WCM,629853,20260119,638968,JBHB,26257059,Y,AUTO-GEN-IYEU3K8L,68,886782,YY,96,-525525.95,567499.96,1344976.25,1365487.89
tx828940249622986339,20251117,1.79E+11,98,IRE,614360,20260207,315080,QRTX,49210496,Y,AUTO-GEN-OITC5YVX,73,378489,XQ,46,394459.01,395046.47,2778762.05,2783910.99
tx669408318632463344,20250727,4.70E+11,65,GAS,857823,20251222,505571,SYMP,57196324,Y,AUTO-GEN-LHMJECVH,17,408273,UN,33,158402.32,319062.09,1856388.25,1868432.3
tx698911016504770864,20251028,4.65E+11,78,OBC,259340,20260107,329467,ZLLZ,88753006,N,AUTO-GEN-7MWPKAA6,83,595703,IJ,51,641009.72,169243.79,3383208.08,3344898.93
tx160688932751142172,20251011,3.10E+11,85,LHL,174170,20251206,588072,LSBK,97906270,N,AUTO-GEN-5W5GFZDX,83,632706,FA,33,545874.66,587714.8,4776714.64,4727522.47
tx398932105507666620,20250430,4.24E+11,43,FFD,540047,20251004,988000,MVCG,48808798,N,AUTO-GEN-ZZ0WJ3NC,64,741547,ZF,13,902041.92,-624772.23,1666263.53,1663423.35
tx188190078522367703,20250511,8.94E+11,34,LFB,538027,20250318,165998,XBTD,28331607,N,AUTO-GEN-UM8D6NHS,63,565351,YF,66,-214024.37,599404.37,1423300.46,1409938.02
tx060552443133064465,20250808,1.93E+11,14,KCU,168900,20251020,376205,DEAJ,24039564,N,AUTO-GEN-LG9661NJ,78,338309,WG,20,115506.52,172965.38,1526784.79,1571664.59
tx110601865058162528,20251003,4.36E+11,36,XJH,298166,20250911,988359,MYXJ,40792779,N,AUTO-GEN-EQK42LN9,67,896404,FS,22,-995067.57,815985.58,3568015.39,3555969.38
tx782428568733719335,20251104,2.80E+11,74,BYX,768084,20250810,434936,MFFD,45238435,Y,AUTO-GEN-9X0DDIPK,99,290726,IV,28,-491854.49,-367285.47,1292945.16,1311573.41
tx949747223972956661,20260123,5.82E+11,86,CDG,813605,20250814,647136,CQNP,22463938,Y,AUTO-GEN-HL74FVNH,33,826177,LE,12,-401141.62,-74554.12,3260922.73,3294176.94
tx452909284845994913,20250601,3.11E+11,88,SBA,869176,20250603,770859,LVQX,10387921,N,AUTO-GEN-VJ3046LY,35,680553,CT,42,-643384.67,486784.54,3067292.85,3098733.85
tx935197506331075072,20250713,7.01E+11,49,FAH,864554,20251104,626781,QSKL,47098489,Y,AUTO-GEN-FPCAGRAG,62,134681,UI,51,396408.25,354620.25,1693843.27,1732822.79
tx933664483461851590,20251014,3.46E+11,33,CPH,955984,20250602,334811,BNCU,88747689,Y,AUTO-GEN-HJEHZ8F2,73,662011,KX,82,-45742.05,785241.35,292233.4,292153.81
tx626437330117241211,20250321,7.67E+11,29,VCQ,652997,20251123,884618,BBQS,32722402,Y,AUTO-GEN-5F03H1Q5,36,643967,JI,22,344321.48,695116.76,4765877.29,4720477.69
tx537250521532957446,20250814,5.88E+11,88,LWU,706054,20251025,351414,RCFS,87932704,N,AUTO-GEN-96DFH8YN,61,234917,VL,92,906932.97,-182992.5,623308.47,645376.26
tx153742612181464378,20250528,9.70E+11,99,KSX,255114,20251111,886055,RVIQ,62484257,Y,AUTO-GEN-7WRATIQI,52,503767,AO,17,-807956.07,803168.55,3405845.22,3425708.39
tx162730320984605893,20250618,8.73E+11,21,CQF,123472,20251019,238533,XBDU,63058594,Y,AUTO-GEN-R06ZHYZ8,48,327244,XO,11,374494.34,137004.26,1667296.89,1712728.98
tx962951051588757699,20250309,1.96E+11,59,LIS,687047,20250505,124115,GAHM,61538067,Y,AUTO-GEN-GL3ZW39F,17,298018,AW,14,-119735.98,483371.79,4084743.04,4055648.52
tx112917423986771085,20250825,7.26E+11,55,YVU,583006,20251203,161387,KCFH,12452434,Y,AUTO-GEN-OM3T4B0V,30,895825,SP,94,854582.02,464636.7,2973859.42,2979432.48
tx715750367644437179,20250713,7.41E+11,90,QIS,392288,20251110,478144,HEFP,28930445,Y,AUTO-GEN-5I5192UR,17,274600,FT,49,-784015.29,-235348.19,727027.54,737834.32
tx365270362183519863,20251228,6.02E+11,17,FEE,107691,20260221,789159,AQRT,26842782,N,AUTO-GEN-LIL2W5DB,81,949956,XE,32,-884656.43,-226709.15,1783294.88,1776475.29
tx948746708339645423,20250923,3.22E+11,14,QYT,736623,20250824,471553,LBSI,55329518,N,AUTO-GEN-D8GW31KY,51,591596,PD,47,426655.75,239209.52,2241208.86,2288335.19
tx232519325480211118,20250823,7.99E+11,30,EZN,532710,20260130,421630,LQCT,24213834,N,AUTO-GEN-ZY4VUMEE,85,673257,ON,89,800026.68,445080.05,4018400.35,4036215.59
tx442663118006139114,20250502,6.75E+11,83,OYY,527338,20250626,458460,SPXV,64105768,Y,AUTO-GEN-LYLP4BIG,58,132328,VO,36,-426201.98,431357.44,2586774.23,2569525.88
tx470534393400646087,20250902,1.30E+11,82,NLR,222864,20250605,273287,SRWE,52554287,N,AUTO-GEN-DEBGT70C,60,732130,JM,33,842504.87,-231138.63,4775029.09,4757121.14
tx134078701249368220,20250417,7.01E+11,19,LOY,816288,20250408,772785,XVKG,83009443,Y,AUTO-GEN-YNZHKYIJ,17,675104,OV,44,251298.25,42784.34,3649106.02,3674644.35
tx197248331370234106,20251007,6.85E+11,66,GHN,989658,20250823,574339,HENU,32183620,N,AUTO-GEN-0PE4JMD6,57,300565,NS,58,-942374.64,324838.16,1821592.77,1866585.13
tx779021695015632646,20250804,8.49E+11,82,RLE,827593,20260218,574050,MOFU,81987771,Y,AUTO-GEN-A1TKF9ZB,10,831664,JV,42,-328883.59,809403.95,4028378.34,3993900.68
tx403957476421413992,20251130,7.02E+11,43,IBH,653151,20251108,800951,HOWS,76589434,Y,AUTO-GEN-7QYI3V3U,39,692845,QP,23,381097.33,555662.45,31046.22,72558.04
tx259202160274466945,20250424,3.68E+11,92,PBG,615258,20251122,384504,QBYL,29553965,N,AUTO-GEN-3575XA5E,91,749746,JK,49,-4239.59,450167.65,2510920.81,2474242.73
tx818768273321404547,20250912,2.53E+11,55,IUG,125381,20250917,559400,AWAT,10621148,Y,AUTO-GEN-ZBTLT0FL,39,150934,GX,23,-425710.8,-942341.67,2325973.23,2342278.9
tx796393295192214908,20260205,4.60E+11,33,EZS,222533,20250529,897632,AFIS,49605666,N,AUTO-GEN-95Y3X718,34,133342,YU,57,-782042.37,-305253.49,3616402.5,3574593.82
tx786888579348498569,20251203,1.95E+11,47,RQA,129510,20250603,825444,SGDL,65366933,N,AUTO-GEN-9NAWKOER,12,626955,MI,97,6267.61,-391137.72,3969399.62,3974423.9
tx379640560687571873,20250802,8.51E+11,36,EOU,490285,20250407,199761,QEJY,51973420,N,AUTO-GEN-W8746N4Z,92,856318,PC,27,272715.69,-782117.02,3715172.15,3752641.6
tx839952157934160048,20250622,1.65E+11,63,RSB,460523,20250703,571330,PKAE,34089816,N,AUTO-GEN-R8HA2KUW,74,288338,JY,66,-477265.05,-569674.95,722774.11,763621.08
tx051385455801297205,20250527,6.07E+11,96,SON,831742,20250928,859978,TDLM,49319195,Y,AUTO-GEN-NM7W3GAA,47,854825,MZ,53,-98729.68,-963603.01,1934253.2,1937499.58
tx903145686980218428,20251023,5.54E+11,81,MNV,900858,20250309,333343,BYNE,20196410,N,AUTO-GEN-U9SZGXT2,34,836456,UD,11,109776.72,-804341.25,1398678.36,1417331.9
tx790972663867358867,20250823,3.16E+11,56,HLO,639885,20250426,667251,ZRDG,49187942,Y,AUTO-GEN-J3RY7BC7,71,790732,DH,57,-721153.08,751938.07,2674951.12,2639689.89
tx081308559073110806,20260130,8.76E+11,54,SYF,887270,20250504,771417,TIKW,47263382,N,AUTO-GEN-K10U6WFH,41,345455,AV,18,661127.84,753442.66,4986671.36,5033024.88
tx331644258233107328,20251006,2.05E+11,17,QYN,311686,20251005,659501,PVXQ,66143708,Y,AUTO-GEN-MXGLFOET,62,747477,XA,64,-785100.07,-161290,376443.21,399165.28
tx311185835611462326,20250604,7.41E+11,44,MRW,232298,20260109,505735,YIQC,87457153,Y,AUTO-GEN-2ABBX6I3,39,284279,HC,51,871366.59,457882.85,1778394.96,1763351.24
tx107918146259059098,20250408,7.85E+11,52,DCB,303410,20250309,559293,JICG,92584366,N,AUTO-GEN-U9NQCW8E,46,156282,QS,90,-197280.79,960375.42,251519.01,290069.89
tx747506105262832667,20251220,6.06E+11,19,ETQ,876339,20250906,465713,NBVK,52336329,Y,AUTO-GEN-WSBDBI9Z,22,646788,ZJ,95,-427562.74,-227208.16,2551742.39,2502137.33
tx829088427045381236,20250726,7.00E+11,65,BTF,992860,20251128,508769,BITM,23342019,Y,AUTO-GEN-U0AUNUSX,75,122650,PU,88,-627424.69,-955742.34,1304283.66,1303113.81
tx035800766499262955,20250328,4.23E+11,79,MNA,903379,20250501,740981,INVM,68054753,N,AUTO-GEN-J2I170AO,17,158910,NQ,21,211759.73,-352176.18,3244552.85,3207178.11
tx723982434286580823,20251208,9.17E+11,25,YAD,293992,20250313,470189,WIMK,55233268,Y,AUTO-GEN-0OI1YS6O,66,857409,UN,89,-648198.37,1477.74,4269972.7,4300629.35
tx824793585586839356,20251010,5.98E+11,66,RBW,771601,20250916,302335,RSQX,99182730,N,AUTO-GEN-60AOAD0B,52,133673,IK,65,-700210.43,-113485.43,3387010.55,3386932.74
tx613556881384628919,20260301,9.33E+11,77,XAA,328832,20260115,931006,ZCXO,98702113,N,AUTO-GEN-JVGK9C63,24,322841,TF,96,-295981.47,756767.72,3339042.67,3364441.28
tx535102962905500091,20250323,7.05E+11,60,QAX,367167,20250628,882665,CZZZ,95696879,Y,AUTO-GEN-PMTB9SCF,12,257543,DL,89,902907.82,-48286.75,4376988.66,4355648.57
tx065747302650064817,20251230,2.87E+11,99,VOG,751964,20250828,557708,IRDW,17507842,Y,AUTO-GEN-GPVBRSKS,82,807738,NQ,56,-479630.33,608011.35,1595977.26,1625378.78
tx621476876298065760,20251223,3.48E+11,35,XRL,739029,20260124,752164,UKFK,88231308,Y,AUTO-GEN-HYRP9I8H,39,974879,VG,98,956546.59,309349.07,4765337.46,4804045.41
tx684932691333297095,20250326,2.21E+11,57,KSG,306680,20260106,527310,DAZW,97125544,N,AUTO-GEN-2JIFG4D1,59,958253,TS,94,480529.98,293459.96,3894492.7,3920003.14
tx733566072241731914,20250314,4.63E+11,15,IFD,974600,20250725,650232,DVWZ,31505360,Y,AUTO-GEN-T34PUUS2,50,229458,RU,30,863705.09,-986443.81,3970419.3,3931615.83
tx814681904530996740,20251231,2.58E+11,26,XDG,899992,20251218,219772,IZVG,61210079,N,AUTO-GEN-9PU3DTWP,15,645401,IK,81,-170430.63,996092.78,783427.43,784294.84
tx935486583251174991,20250509,4.72E+11,97,UGA,481114,20251011,800798,WJGV,44277794,N,AUTO-GEN-B5HKYUAD,12,499472,UY,88,-521539.41,-953429.05,2975456.48,3004734.36
tx956936443799266436,20250604,5.39E+11,28,GHW,861676,20250506,696309,YESH,10252646,N,AUTO-GEN-J6ZUW14J,10,431142,QN,69,-388369.17,-325419.15,1569469.79,1605392.07
tx289627934835435920,20260116,8.42E+11,84,DSH,924534,20260121,293737,UFSM,33575253,N,AUTO-GEN-6MVG5HB5,85,638980,MA,48,-218586.38,-913750.82,254933.48,245316.84
tx767920342383231634,20250522,6.26E+11,64,PAS,715720,20260223,345776,CQXU,34166447,N,AUTO-GEN-MUP4NCWI,53,715984,GX,40,972637.39,141754.33,4715444.22,4755489.47
tx839310607624546335,20250519,9.43E+11,34,AOM,335928,20260105,102297,FJEF,78913984,Y,AUTO-GEN-U76V3J6O,75,894268,US,83,539260.07,839630.68,2504713.78,2542915.96
tx341843653542051188,20251028,9.10E+11,18,ZSN,147216,20250317,954917,JIQU,69319735,N,AUTO-GEN-YEFNEIOD,61,692988,NO,39,-707752.25,-638936.04,2975268.18,2929997.85
tx342814480047088642,20250717,9.40E+11,12,LER,588953,20250824,260382,NYLH,24164350,Y,AUTO-GEN-0TY3GBNQ,11,870169,RD,19,-405491.12,255213.86,1511661.64,1493425.24
tx548129147179242877,20250530,6.62E+11,92,MCX,588965,20251107,686710,ZBKK,62533601,N,AUTO-GEN-GP7JHD1B,86,556392,KI,17,-730041.42,-106483.87,3166955.43,3210317.03
tx165855244064159666,20251231,9.88E+11,16,JSA,976775,20250411,372472,HHNY,83105137,Y,AUTO-GEN-LNWLJCVC,43,181771,OA,19,327770.74,-932110.9,3632460.47,3623066.82
tx223413523306778111,20251012,6.48E+11,78,DVA,803845,20250904,901703,OMRH,87822665,N,AUTO-GEN-EBK0W5MG,26,268361,RP,87,-109410.46,-116729.26,2780458.46,2806233.69
tx857501855840046914,20250721,9.93E+11,83,FRL,663444,20251017,318351,XDRF,67070476,Y,AUTO-GEN-OD1PMSJI,93,118691,JI,96,-572872.56,757181.12,839297.41,821627.33
tx302765653125064896,20260205,9.18E+11,68,VBF,118308,20251201,147602,NMYT,92172375,Y,AUTO-GEN-0P4BDHMF,22,201466,FB,37,610631,525863.67,1304335.45,1320863.82
tx975650876862253909,20250528,4.70E+11,94,FFP,278146,20250821,771669,IRLE,23489661,N,AUTO-GEN-P9EZUJ0Q,53,278221,OR,72,-69419.08,-792513.53,777930,796694.8
tx147245789236328258,20250912,4.30E+11,47,UAI,698882,20260103,557759,XPQP,16413151,N,AUTO-GEN-6KDV28AH,85,408404,GL,23,-476914.02,-880653.65,4018920.49,3983408.22
tx893207564430240743,20251012,9.53E+11,90,DWG,643845,20250513,222223,BIYY,67413188,Y,AUTO-GEN-K0UVZPB0,36,106336,MB,28,562447.81,-728847.61,4318314.65,4305445.52
tx574581805623493515,20250424,5.43E+11,68,GIX,996459,20250909,692267,GDJB,83705121,N,AUTO-GEN-ACSLXIFT,49,193000,QD,16,110005.14,117803.03,1612951.37,1654870.11
tx840723626985873780,20251017,9.96E+11,46,TFP,575881,20250824,102993,CIKE,75060314,Y,AUTO-GEN-4O2QC2ZZ,49,584470,QH,68,816574.09,-881556.02,423328.37,377124.74
tx469078694365143637,20260221,2.83E+11,32,BCS,166817,20250513,756569,RVLW,69155282,Y,AUTO-GEN-N9REWNDW,92,304322,YI,65,512524.49,-581058.11,2481162.46,2493687.52
tx734062754712424549,20250526,9.05E+11,52,YIJ,753996,20250719,722506,CXZM,10384765,Y,AUTO-GEN-NLGB6SDE,79,514483,IT,18,409938.85,-744897.12,4075688.7,4091314.07
tx503237841408446965,20251219,5.36E+11,36,PWY,232617,20251018,795440,YYVR,81041929,N,AUTO-GEN-61TRZOWD,19,880079,YN,57,-907286.75,650179.49,459673.76,427747.33
tx327176769219227306,20251016,5.29E+11,70,CVU,233716,20260111,261377,KHII,48222845,Y,AUTO-GEN-O6TXFGZB,46,180839,PO,26,-120011.77,-425705.17,1895494.86,1853624.38
tx768356148018638172,20260209,1.94E+11,55,LXA,497450,20251102,862292,BILP,88130223,Y,AUTO-GEN-I3BI2ZIC,13,361913,UT,13,818806.86,-130287.05,3590022.57,3582314.03
tx884886194146459483,20250802,6.31E+11,86,UPS,549811,20251126,376266,EWGP,27200243,Y,AUTO-GEN-MOLF30ZF,89,581126,OP,16,810451.04,-194179.26,2387951.3,2412803.87
tx005857191351117209,20251031,6.41E+11,21,GUP,918629,20251002,423949,OKNW,94036653,Y,AUTO-GEN-KC5A588H,19,547697,CW,17,413536.94,-606678.7,2846804.1,2864037.92
tx757320428117917173,20250504,8.67E+11,93,ELY,905280,20250916,286621,OFWU,94603112,Y,AUTO-GEN-ZKH313E1,67,828689,BK,43,-752505.79,-760457.09,2973865.85,2932428.04
tx603946906189579635,20250701,7.51E+11,21,KRV,983400,20251128,856761,SITI,78494829,Y,AUTO-GEN-A2GBAO0A,98,803500,SF,59,-304847.99,-944861.3,3669036.26,3668438.76
tx172324295272809276,20251115,3.47E+11,76,NEL,514002,20250815,307528,DBMV,92076683,N,AUTO-GEN-ZCB291D2,63,973350,DQ,55,174534.78,768677.81,4847692.13,4867191.86
tx831846915771141116,20250905,8.87E+11,29,RUU,736133,20251004,801316,UGDM,51650083,Y,AUTO-GEN-1U272GX8,44,800113,LN,44,-976961.52,-544237.33,3396994.93,3442380.27
tx713547038528213741,20251027,9.70E+11,49,ZRZ,409162,20251214,586856,FSAH,25025064,Y,AUTO-GEN-XPU8MQLL,52,432500,QL,27,272576.11,753784.93,3923486.55,3969060.65
tx933203226363144596,20251009,1.33E+11,74,OCJ,711981,20251022,358178,DBYU,25773635,Y,AUTO-GEN-0XR67TQ9,90,433705,UP,12,-289219.65,-76538.7,1784415.61,1744217.84
tx137060405326561749,20260127,1.35E+11,25,XJQ,587273,20260306,438135,UXVX,91138791,Y,AUTO-GEN-H1QS6KQO,44,962540,VM,53,923782.81,-623184.48,185363.87,207466.88
tx733137689456415986,20250720,1.11E+11,44,LHZ,390546,20250919,243645,OTWA,72167959,N,AUTO-GEN-PIV3MTHL,90,510732,AS,86,997320.03,-28040.97,586580.04,594701.92
tx944709301900271177,20250315,2.38E+11,14,KXH,454398,20251009,925636,DQFN,19221139,Y,AUTO-GEN-B89MCJT2,29,464529,BZ,86,-286614.09,-323510.3,3456654.97,3411426.54
tx342355022333462040,20250708,3.60E+11,29,GQG,765210,20251105,507097,YHEN,94981806,Y,AUTO-GEN-SKNDU862,54,662557,VH,86,219213.19,-977017.93,3454946.4,3448582.7
tx793289877636249837,20250504,1.46E+11,86,ZLN,744685,20260308,274489,SBFI,57330257,N,AUTO-GEN-RM1MCNWX,80,538105,EW,40,-291726.65,963868.18,1301617.3,1319146.88
tx688646933504740649,20260216,1.19E+11,95,UAU,723853,20260122,625861,QSEL,99500986,N,AUTO-GEN-W1M9S2G3,17,949742,JL,85,-949469.08,665498.36,842161.94,891358.53
tx991352189146770884,20251213,1.56E+11,46,CUO,175056,20250716,237624,ADSW,60796476,N,AUTO-GEN-B7P98IYE,67,391120,MG,38,-74925.31,540226.12,3562463.21,3537262.25
tx076925481358141638,20260116,5.16E+11,67,RSF,784910,20251022,215894,EEOP,50905565,Y,AUTO-GEN-K868O5BW,67,917559,MA,59,-985749.07,908455.57,342846.54,336432.05
tx489410101502514541,20250522,3.03E+11,18,TKR,240455,20260120,907496,DPTE,83459963,N,AUTO-GEN-049Y4MZ6,29,822401,UA,45,-508110.74,-253188.46,4291105.37,4275319.87
tx032545121764531689,20250319,5.70E+11,60,HPG,538652,20251102,375153,XXBC,44935371,Y,AUTO-GEN-D5Q2BX2I,73,219423,GJ,10,-47143.46,-663000.49,439750.93,405023.04
tx309177751467623828,20250807,6.88E+11,22,MIK,701586,20251114,841987,FNVC,79819256,Y,AUTO-GEN-SACFA3SY,64,142877,PE,10,-47164.83,213508.21,1190322.15,1200777.38
tx202627876613372875,20250607,1.43E+11,73,YCV,892019,20251227,880476,OQBB,82812687,N,AUTO-GEN-V3N0RSPN,23,719698,QK,96,-206945.82,260970.12,3189470.83,3163703.78
